# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_11_04_59
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
11.63231708100011,123,456,789
11.754403202000503,123,456,789
11.87879515900022,123,456,789
12.000729770000362,123,456,789
12.124869435000619,123,456,789
12.249734934000116,123,456,789
12.374506162000216,123,456,789
12.502229529000033,123,456,789
12.624714297000537,123,456,789
12.750819693000267,123,456,789
12.87348769000073,123,456,789
12.994362768000428,123,456,789
13.11448409500008,123,456,789
13.237541207000504,123,456,789
13.359620610000093,123,456,789
13.482429075000255,123,456,789
13.60191680800017,123,456,789
13.724507774000813,123,456,789
13.849785148000592,123,456,789
13.973024031000023,123,456,789
14.100530627000808,123,456,789
14.223177374000443,123,456,789
14.347129174000656,123,456,789
14.469624150000527,123,456,789
14.590418342000703,123,456,789
14.712566547000279,123,456,789
14.836162253000111,123,456,789
14.958374833000562,123,456,789
15.080579079000017,123,456,789
15.201293897000141,123,456,789
15.32485257100052,123,456,789
15.451807031000499,123,456,789
15.574184767000588,123,456,789
15.699756569000783,123,456,789
15.822601337000378,123,456,789
15.949202880000485,123,456,789
16.07156754300013,123,456,789
16.19142163000015,123,456,789
16.313878585000566,123,456,789
16.43703361400003,123,456,789
16.55881603600028,123,456,789
16.681111637000868,123,456,789
16.803663487999984,123,456,789
16.92643898500046,123,456,789
17.052699746000144,123,456,789
17.175177690000055,123,456,789
17.299446574000285,123,456,789
17.42194384100003,123,456,789
17.547085851000702,123,456,789
17.670185515000412,123,456,789
17.790694864000216,123,456,789
17.91226369300057,123,456,789
18.035059346000708,123,456,789
18.15426530700006,123,456,789
18.277590960999987,123,456,789
18.403587868000614,123,456,789
18.526579094000226,123,456,789
18.6489303190001,123,456,789
18.77012071000081,123,456,789
18.899947204000455,123,456,789
19.023481244000322,123,456,789
19.149356431000342,123,456,789
19.272219532000236,123,456,789
19.3929748190003,123,456,789
19.515746461000163,123,456,789
19.638512375000573,123,456,789
19.763434853000035,123,456,789
19.888313581000148,123,456,789
20.008330273000865,123,456,789
20.133020043000215,123,456,789
20.25913799099999,123,456,789
20.382074998999997,123,456,789
20.501407002000633,123,456,789
20.621329735000472,123,456,789
20.750680291000208,123,456,789
20.872297558000355,123,456,789
20.99287867700059,123,456,789
21.12196621200019,123,456,789
21.262048082000547,123,456,789
21.39840239500063,123,456,789
21.52984326600017,123,456,789
21.66181908500039,123,456,789
21.795124541000405,123,456,789
21.922805512000195,123,456,789
22.0541822160003,123,456,789
22.18424251200031,123,456,789
22.31622187300036,123,456,789
22.44600274200002,123,456,789
22.576746841000386,123,456,789
22.706969742000183,123,456,789
22.836298266000085,123,456,789
22.966056531000504,123,456,789
23.09864969500086,123,456,789
23.22649337400071,123,456,789
23.356670858000143,123,456,789
23.485679278000134,123,456,789
23.61808207700051,123,456,789
23.746256694000294,123,456,789
23.890200963000098,123,456,789
24.039558728000884,123,456,789
24.17294043400034,123,456,789
24.309192300000177,123,456,789
24.440633223000077,123,456,789
24.570364664000408,123,456,789
24.691987295000217,123,456,789
24.821334935000777,123,456,789
24.94434444200033,123,456,789
25.07484343700071,123,456,789
25.199514352000733,123,456,789
25.324226361,123,456,789
25.449461652000537,123,456,789
25.5690082910005,123,456,789
25.70146010100052,123,456,789
25.832793107000725,123,456,789
25.95639042700077,123,456,789
26.077865245000794,123,456,789
26.208226271000058,123,456,789
26.33309338500021,123,456,789
26.45617221500015,123,456,789
26.57786031500018,123,456,789
26.698738986000535,123,456,789
26.819650991000344,123,456,789
26.941135393000877,123,456,789
27.064933235000353,123,456,789
27.18518836400017,123,456,789

