# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_13_27_22
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
11.184070137000006,123,456,789
11.304464608999993,123,456,789
11.423821372000006,123,456,789
11.542818396000015,123,456,789
11.660698595,123,456,789
11.778555305000012,123,456,789
11.896615608999994,123,456,789
12.01469711099999,123,456,789
12.13500111399999,123,456,789
12.25382746000001,123,456,789
12.374009328000014,123,456,789
12.493042340999992,123,456,789
12.610633633999996,123,456,789
12.72867862599999,123,456,789
12.846538200000012,123,456,789
12.964889546000009,123,456,789
13.085259383000007,123,456,789
13.206278855000008,123,456,789
13.329135308999994,123,456,789
13.455139630000005,123,456,789
13.581169992,123,456,789
13.699047378999992,123,456,789
13.819415080000013,123,456,789
13.94031210499999,123,456,789
14.06168204699999,123,456,789
14.181437456000012,123,456,789
14.301956615999998,123,456,789
14.422181193000014,123,456,789
14.540781966000011,123,456,789
14.65858003000001,123,456,789
14.777041011000009,123,456,789
14.896608451000006,123,456,789
15.01502386,123,456,789
15.133440987000014,123,456,789
15.253963376000016,123,456,789
15.375618004999993,123,456,789
15.496681175999996,123,456,789
15.616675336,123,456,789
15.737048661999992,123,456,789
15.856954645000016,123,456,789
15.975324376000017,123,456,789
16.093668429999994,123,456,789
16.21261321300001,123,456,789
16.330644246000006,123,456,789
16.44989851000001,123,456,789
16.56870740800001,123,456,789
16.689318911,123,456,789
16.810495727999992,123,456,789
16.929863636999997,123,456,789
17.050407745000015,123,456,789
17.169469248,123,456,789
17.287198040999996,123,456,789
17.405688814000015,123,456,789
17.524671462,123,456,789
17.643266558000008,123,456,789
17.762201237000014,123,456,789
17.882822219999994,123,456,789
18.004572683000006,123,456,789
18.124156113000012,123,456,789
18.244737252999997,123,456,789
18.367954540000014,123,456,789
18.486668386000005,123,456,789
18.60568082600001,123,456,789
18.72378909800001,123,456,789
18.84363591399999,123,456,789
18.96221762399999,123,456,789
19.08079917900001,123,456,789
19.200033077000015,123,456,789
19.321402863000017,123,456,789
19.443027439999994,123,456,789
19.562784933000003,123,456,789
19.683293102999997,123,456,789
19.801843199000004,123,456,789
19.919789076000015,123,456,789
20.038086723000006,123,456,789
20.15734411199999,123,456,789
20.276004103000005,123,456,789
20.39534107499999,123,456,789
20.515890235000015,123,456,789
20.635497884000003,123,456,789
20.756772878000007,123,456,789
20.876833079000008,123,456,789
20.995711560000004,123,456,789
21.113697281,123,456,789
21.232334042999994,123,456,789
21.352186118999995,123,456,789
21.470657101000015,123,456,789
21.58968922800001,123,456,789
21.71062536800001,123,456,789
21.832126454999994,123,456,789
21.952022646000003,123,456,789
22.073479411000008,123,456,789
22.193397581000013,123,456,789
22.312494083000004,123,456,789
22.43026615800001,123,456,789
22.54876812900001,123,456,789
22.667841714000005,123,456,789
22.786414831000016,123,456,789
22.90466138500001,123,456,789
23.025063669999994,123,456,789
23.145001214999994,123,456,789
23.267022511000008,123,456,789
23.39343282200001,123,456,789
23.514604483000014,123,456,789
23.635531039000014,123,456,789
23.756264365000007,123,456,789
23.877092536000006,123,456,789
23.997273934999996,123,456,789
24.117485230000014,123,456,789
24.238145484000015,123,456,789
24.368744078999995,123,456,789
24.49690824599999,123,456,789
24.626488245999994,123,456,789
24.754181214000013,123,456,789
24.880454857999993,123,456,789
25.005684855000013,123,456,789
25.133808813000016,123,456,789
25.262539281000002,123,456,789
25.390914332999998,123,456,789
25.518827926000014,123,456,789
25.64523042399999,123,456,789
25.778054385999994,123,456,789
25.907965741000012,123,456,789
26.03579225,123,456,789
26.165837564,123,456,789
26.297087356999995,123,456,789
26.425972826000006,123,456,789
26.56221418599999,123,456,789
26.69431845999999,123,456,789
26.824647366999997,123,456,789
26.952976534,123,456,789
27.08294715999999,123,456,789
27.214825027000003,123,456,789
27.344134767,123,456,789
27.47249726599999,123,456,789
27.591709498000014,123,456,789
27.71235074100001,123,456,789
27.831098702000006,123,456,789
27.952127809999993,123,456,789
28.075421399999996,123,456,789
28.19502962099999,123,456,789
28.317724928999993,123,456,789
28.445403834000004,123,456,789
28.567623100000006,123,456,789
28.68803929100001,123,456,789
28.80805844999999,123,456,789
28.931158498000016,123,456,789
29.050730365000007,123,456,789
29.171341400000003,123,456,789
29.294250926999993,123,456,789
29.423320145999995,123,456,789
29.543441076000008,123,456,789
29.665044820000006,123,456,789
29.789459191999995,123,456,789
29.914373354999995,123,456,789
30.036522255999998,123,456,789
30.160447773,123,456,789
30.282253183999998,123,456,789
30.402858749999993,123,456,789
30.524351088000017,123,456,789
30.64874254300001,123,456,789
30.770936288000016,123,456,789
30.892771646000014,123,456,789
31.015943309000008,123,456,789
31.138957262000005,123,456,789
31.26124085100001,123,456,789
31.383686262000012,123,456,789
31.50701131000001,123,456,789
31.629092711000013,123,456,789
31.751221454999992,123,456,789
31.874908066000003,123,456,789
31.996446965999993,123,456,789
32.11980196200001,123,456,789
32.242002529000004,123,456,789
32.363181428999994,123,456,789
32.488247103000006,123,456,789
32.61143756700001,123,456,789

